Site,Location,Criteria,Areaha (acre),Year_num,lat,lon,country,site_page_name,site_page_link
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn","Ad Dhahirah Region,  Oman23°16′11″N 56°44′42″E﻿ / ﻿23.26972°N 56.74500°E﻿ / 23.26972; 56.74500﻿ (Archaeological Sites of Bat, Al-Khutm and Al-Ayn)",Cultural:(iii)(iv),—,2006,23.26972198486328,56.744998931884766,Oman,"/wiki/Archaeological_Sites_of_Bat,_Al-Khutm_and_Al-Ayn","https://en.wikipedia.org/wiki/Archaeological_Sites_of_Bat,_Al-Khutm_and_Al-Ayn"
Armenian Monastic Ensembles of Iran,"West Azerbaijan,  Iran38°58′44″N 45°28′24″E﻿ / ﻿38.97889°N 45.47333°E﻿ / 38.97889; 45.47333﻿ (Armenian Monastic Ensembles of Iran)",Cultural:(ii)(iii)(vi),"7006129000000000000♠129 (320); buffer zone 655 (1,620)",2006,38.97888946533203,45.473331451416016,Azerbaijan,/wiki/Armenian_Monastic_Ensembles_of_Iran,https://en.wikipedia.org/wiki/Armenian_Monastic_Ensembles_of_Iran
Ashur (Qal'at Sherqat),"Salah ad Din Governorate,  Iraq35°27′32″N 43°15′35″E﻿ / ﻿35.45889°N 43.25972°E﻿ / 35.45889; 43.25972﻿ (Ashur (Qal'at Sherqat))",Cultural:(iii)(iv),7005700000000000000♠70 (170); buffer zone 100 (250),2006,35.45888900756836,43.25972366333008,Iraq,NA,https://en.wikipedia.orgNA
At-Turaif District in ad-Dir'iyah,"Riyadh Province,  Saudi Arabia24°44′3″N 46°34′21″E﻿ / ﻿24.73417°N 46.57250°E﻿ / 24.73417; 46.57250﻿ (At-Turaif District in ad-Dir'iyah)",Cultural:(ii)(iii),7005290000000000000♠29 (72),2006,24.734167098999023,46.5724983215332,Saudi Arabia,NA,https://en.wikipedia.orgNA
Baalbek,"Beqaa Governorate,  Lebanon34°0′25″N 36°12′18″E﻿ / ﻿34.00694°N 36.20500°E﻿ / 34.00694; 36.20500﻿ (Baalbek)",Cultural:(i)(iv),—,2006,34.00694274902344,36.20500183105469,Lebanon,/wiki/Baalbek,https://en.wikipedia.org/wiki/Baalbek
Bahá’i Holy Places in Haifa and the Western Galilee,"Haifa and North District,  Israel32°49′46″N 34°58′18″E﻿ / ﻿32.82944°N 34.97167°E﻿ / 32.82944; 34.97167﻿ (Bahá’i Holy Places in Haifa and the Western Galilee)",Cultural:(iii)(vi),7005630000000000000♠63 (160); buffer zone 255 (630),2006,32.829444885253906,34.9716682434082,Israel,NA,https://en.wikipedia.orgNA
Bahla Fort,"Ad Dakhiliyah Region,  Oman22°57′51″N 57°18′4″E﻿ / ﻿22.96417°N 57.30111°E﻿ / 22.96417; 57.30111﻿ (Bahla Fort)",Cultural:(iv),—,2006,22.96416664123535,57.301109313964844,Oman,/wiki/Bahla_Fort,https://en.wikipedia.org/wiki/Bahla_Fort
Bam and its Cultural Landscape,"Kerman,  Iran29°07′00.68″N 58°22′06.51″E﻿ / ﻿29.1168556°N 58.3684750°E﻿ / 29.1168556; 58.3684750﻿ (Bam and its Cultural Landscape)",Cultural:(ii)(iii)(iv)(v),—,2006,29.11685562133789,58.36847686767578,Iran,/wiki/Bam_and_its_Cultural_Landscape,https://en.wikipedia.org/wiki/Bam_and_its_Cultural_Landscape
Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),"Jordan River,  Jordan31°50′13″N 35°32′50″E﻿ / ﻿31.83694°N 35.54722°E﻿ / 31.83694; 35.54722﻿ (Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas))",Cultural:(iii)(vi),"7006294000000000000♠294 (730); buffer zone 957 (2,360)",2006,31.836944580078125,35.54722213745117,Jordan,/wiki/Al-Maghtas,https://en.wikipedia.org/wiki/Al-Maghtas
"Biblical tells - Megiddo, Hazor, Beer Sheba","Israel32°35′50″N 35°10′56″E﻿ / ﻿32.59722°N 35.18222°E﻿ / 32.59722; 35.18222﻿ (Biblical Tels - Megiddo, Hazor, Beer Sheba)",Cultural:(ii)(iii)(iv)(vi),"7005960000000000000♠96 (240); buffer zone 604 (1,490)",2006,32.59722137451172,35.182220458984375,Israel,NA,https://en.wikipedia.orgNA
Bisotun,"Kermanshah,  Iran34°23′18″N 47°26′12″E﻿ / ﻿34.38833°N 47.43667°E﻿ / 34.38833; 47.43667﻿ (Bisotun)",Cultural:(ii)(iii),7006187000000000000♠187 (460); buffer zone 361 (890),2006,34.38833236694336,47.436668395996094,Iran,/wiki/Behistun_Inscription,https://en.wikipedia.org/wiki/Behistun_Inscription
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,"City of Bursa and village of Cumalıkızık, Bursa Province,  Turkey40°11′5″N 29°3′44″E﻿ / ﻿40.18472°N 29.06222°E﻿ / 40.18472; 29.06222﻿ (City of Bursa)",Cultural:(i)(ii)(iii)(iv)(vi),7006193000000000000♠193 (480),2006,40.184722900390625,29.06222152709961,Turkey,NA,https://en.wikipedia.orgNA
Byblos,"Mount Lebanon Governorate,  Lebanon34°7′9″N 35°38′51″E﻿ / ﻿34.11917°N 35.64750°E﻿ / 34.11917; 35.64750﻿ (Byblos)",Cultural:(iii)(iv)(vi),—,2006,34.11916732788086,35.647499084472656,Lebanon,/wiki/Byblos,https://en.wikipedia.org/wiki/Byblos
Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,"Southern District,  Israel31°36′0″N 34°53′44″E﻿ / ﻿31.60000°N 34.89556°E﻿ / 31.60000; 34.89556﻿ (Caves of Maresha and Bet-Guvrin)",Cultural: (V),7006259000000000000♠259 (640),2006,31.600000381469727,34.89555740356445,Israel,/wiki/Beit_Guvrin_National_Park,https://en.wikipedia.org/wiki/Beit_Guvrin_National_Park
Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,"Armavir Province,  Armenia40°9′34″N 44°17′43″E﻿ / ﻿40.15944°N 44.29528°E﻿ / 40.15944; 44.29528﻿ (Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots)",Cultural:(ii)(iii),7005740000000000000♠74 (180),2006,40.15944290161133,44.2952766418457,Armenia,NA,https://en.wikipedia.orgNA
Choirokoitia,"Larnaca District,  Cyprus34°47′54″N 33°20′36″E﻿ / ﻿34.79833°N 33.34333°E﻿ / 34.79833; 33.34333﻿ (Choirokoitia)",Cultural:(ii)(iii)(iv),—,2006,34.79833221435547,33.34333419799805,Cyprus,/wiki/Choirokoitia,https://en.wikipedia.org/wiki/Choirokoitia
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem","Bethlehem Governorate,  Palestine
31°42′16″N 35°12′28″E﻿ / ﻿31.70444°N 35.20778°E﻿ / 31.70444; 35.20778﻿ (Church of the Nativity)","Cultural: (iv), (vi)",7004298000000000000♠2.98 (7.4),2006,31.704444885253906,35.20777893066406,Palestine,/wiki/Church_of_the_Nativity,https://en.wikipedia.org/wiki/Church_of_the_Nativity
Erbil Citadel,"Iraqi Kurdistan, Iraq36°11′28″N 44°0′33″E﻿ / ﻿36.19111°N 44.00917°E﻿ / 36.19111; 44.00917﻿ (Erbil Citadel)",Cultural:(iv),7005160000000000000♠16 (40); buffer zone 268 (660),2006,36.19111251831055,44.0091667175293,Iraq,/wiki/Citadel_of_Erbil,https://en.wikipedia.org/wiki/Citadel_of_Erbil
City of Safranbolu,"City and district of Safranbolu, Karabük Province,  Turkey41°15′36″N 32°41′23″E﻿ / ﻿41.26000°N 32.68972°E﻿ / 41.26000; 32.68972﻿ (City of Safranbolu)",Cultural:(ii)(iv)(v),7006193000000000000♠193 (480),2006,41.2599983215332,32.68972396850586,Turkey,/wiki/City_of_Safranbolu,https://en.wikipedia.org/wiki/City_of_Safranbolu
Crac des Chevaliers and Qal’at Salah El-Din,"Homs and Latakia Governorates,  Syria34°46′54″N 36°15′47″E﻿ / ﻿34.78167°N 36.26306°E﻿ / 34.78167; 36.26306﻿ (Crac des Chevaliers and Qal’at Salah El-Din)",Cultural:(ii)(iv),7004900000000000000♠9 (22),2006,34.78166580200195,36.26305389404297,Syria,NA,https://en.wikipedia.orgNA
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)","United Arab Emirates24°4′4″N 55°48′23″E﻿ / ﻿24.06778°N 55.80639°E﻿ / 24.06778; 55.80639﻿ (Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas))",Cultural:(iii)(iv)(v),"7007494500000000000♠4,945 (12,220); buffer zone 7,605 (18,790)",2006,24.067777633666992,55.80638885498047,United Arab Emirates,NA,https://en.wikipedia.orgNA
Gelati Monastery,"Imereti,  Georgia42°17′41″N 42°46′6″E﻿ / ﻿42.29472°N 42.76833°E﻿ / 42.29472; 42.76833﻿ (Gelati Monastery)",Cultural:(iv),"7004420000000000000♠4.2 (10); buffer zone 7007124600000000000♠1,246 (3,080)",2006,42.29472351074219,42.768333435058594,Georgia,/wiki/Gelati_Monastery,https://en.wikipedia.org/wiki/Gelati_Monastery
Gobustan Rock Art Cultural Landscape,"Garadagh and Absheron districts,  Azerbaijan40°7′30″N 49°22′30″E﻿ / ﻿40.12500°N 49.37500°E﻿ / 40.12500; 49.37500﻿ (Gobustan Rock Art Cultural Landscape)",Cultural:(iii),"7006537000000000000♠537 (1,330); buffer zone 3,096 (7,650)",2006,40.125,49.375,Azerbaijan,/wiki/Gobustan_Rock_Art_Cultural_Landscape,https://en.wikipedia.org/wiki/Gobustan_Rock_Art_Cultural_Landscape
Golestan Palace,"Tehran,  Iran35°40′49″N 51°25′14″E﻿ / ﻿35.68028°N 51.42056°E﻿ / 35.68028; 51.42056﻿ (Golestan Palace)",Cultural:(i)(ii)(iii)(iv),7004530000000000000♠5.3 (13); buffer zone 26 (64),2006,35.68027877807617,51.420555114746094,Iran,/wiki/Golestan_Palace,https://en.wikipedia.org/wiki/Golestan_Palace
Gonbad-e Qabus,"Golestan,  Iran37°15′29″N 55°10′8″E﻿ / ﻿37.25806°N 55.16889°E﻿ / 37.25806; 55.16889﻿ (Gonbad-e Qabus)",Cultural:(i)(ii)(iii)(iv),7004148000000000000♠1.48 (3.7); buffer zone 18 (44),2006,37.258056640625,55.168888092041016,Iran,/wiki/Gonbad-e_Qabus_(tower),https://en.wikipedia.org/wiki/Gonbad-e_Qabus_(tower)
Great Mosque and Hospital of Divriği,"city and district of Divriği, Sivas Province,  Turkey39°22′25″N 38°7′25″E﻿ / ﻿39.37361°N 38.12361°E﻿ / 39.37361; 38.12361﻿ (Great Mosque and Hospital of Divriği)",Cultural:(i)(iv),"7007201600000000000♠2,016 (4,980)",2006,39.37361145019531,38.12361145019531,Turkey,/wiki/Great_Mosque_and_Hospital_of_Divri%C4%9Fi,https://en.wikipedia.org/wiki/Great_Mosque_and_Hospital_of_Divri%C4%9Fi
Göbekli Tepe,"Şanlıurfa Province,  Turkey
37°13′23″N 38°55′21″E﻿ / ﻿37.22306°N 38.92250°E﻿ / 37.22306; 38.92250﻿ (Göbekli Tepe)",Cultural:(i)(ii)(iv),"7006126000000000000♠126 (310); buffer zone 461 (1,140)",2006,37.22305679321289,38.92250061035156,Turkey,/wiki/G%C3%B6bekli_Tepe,https://en.wikipedia.org/wiki/G%C3%B6bekli_Tepe
Hatra,"Ninawa Governorate,  Iraq35°35′17″N 42°43′6″E﻿ / ﻿35.58806°N 42.71833°E﻿ / 35.58806; 42.71833﻿ (Hatra)",Cultural:(ii)(iii)(iv)(vi),7006324000000000000♠324 (800),2006,35.58805465698242,42.71833419799805,Iraq,/wiki/Hatra,https://en.wikipedia.org/wiki/Hatra
Hattusha: the Hittite Capital,"Sungurlu, Çorum Province,  Turkey40°0′50″N 34°37′14″E﻿ / ﻿40.01389°N 34.62056°E﻿ / 40.01389; 34.62056﻿ (Hattusha: the Hittite Capital)",Cultural:(i)(ii)(iii)(iv),7006268000000000000♠268 (660),2006,40.01388931274414,34.62055587768555,Turkey,NA,https://en.wikipedia.orgNA
Hebron/Al-Khalil Old Town,"PalHebron Governorate, Palestine31°31′30″N 35°06′30″E﻿ / ﻿31.52500°N 35.10833°E﻿ / 31.52500; 35.10833",Cultural:PalPal (ii)(iv)(vi),7005206000000000000♠20.6 (51),2006,31.524999618530273,35.108333587646484,Palestine,/wiki/Hebron,https://en.wikipedia.org/wiki/Hebron
"Historic Jeddah, the Gate to Makkah","Jeddah,  Saudi Arabia21°29′2″N 39°11′15″E﻿ / ﻿21.48389°N 39.18750°E﻿ / 21.48389; 39.18750﻿ (Jeddah)",Cultural: (ii)(iv)(vi),7005180000000000000♠18 (44) ; buffer zone 7006114000000000000♠114 (280),2006,21.483888626098633,39.1875,Saudi Arabia,NA,https://en.wikipedia.orgNA
Historical Monuments of Mtskheta,"Mtskheta-Mtianeti,  Georgia41°51′N 44°43′E﻿ / ﻿41.850°N 44.717°E﻿ / 41.850; 44.717﻿ (Historical Monuments of Mtskheta)",Cultural:(iii)(iv),—,2006,41.849998474121094,44.71666717529297,Georgia,/wiki/Historical_Monuments_of_Mtskheta,https://en.wikipedia.org/wiki/Historical_Monuments_of_Mtskheta
Historic Town of Zabid,"Al Hudaydah Governorate,  Yemen14°11′53″N 43°19′48″E﻿ / ﻿14.19806°N 43.33000°E﻿ / 14.19806; 43.33000﻿ (Historic Town of Zabid)",Cultural:(iii),—,2006,14.198055267333984,43.33000183105469,Yemen,/wiki/Zab%C4%ABd,https://en.wikipedia.org/wiki/Zab%C4%ABd
Incense Route – Desert Cities in the Negev,"Negev,  Israel30°32′28″N 35°9′39″E﻿ / ﻿30.54111°N 35.16083°E﻿ / 30.54111; 35.16083﻿ (Incense Route – Desert Cities in the Negev)",Cultural:(iii)(v),—,2006,30.54111099243164,35.160831451416016,Israel,/wiki/Incense_Route_%E2%80%93_Desert_Cities_in_the_Negev,https://en.wikipedia.org/wiki/Incense_Route_%E2%80%93_Desert_Cities_in_the_Negev
Land of Frankincense,"Dhofar Governorate,  Oman18°15′12″N 53°38′51″E﻿ / ﻿18.25333°N 53.64750°E﻿ / 18.25333; 53.64750﻿ (Land of Frankincense)",Cultural:(iii)(iv),"7006850000000000000♠850 (2,100); buffer zone 1,243 (3,070)",2006,18.253334045410156,53.647499084472656,Oman,/wiki/Frankincense_Trail,https://en.wikipedia.org/wiki/Frankincense_Trail
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","Bethlehem Governorate,  Palestine
31°43′11″N 35°7′50″E﻿ / ﻿31.71972°N 35.13056°E﻿ / 31.71972; 35.13056﻿ (Land of Olives and Vines)","Cultural: (iv), (v)",,2006,31.719722747802734,35.13055419921875,Palestine,/wiki/Battir,https://en.wikipedia.org/wiki/Battir
Masada,"South District,  Israel31°18′49″N 35°21′10″E﻿ / ﻿31.31361°N 35.35278°E﻿ / 31.31361; 35.35278﻿ (Masada)",Cultural:(iii)(iv)(vi),"7006276000000000000♠276 (680); buffer zone 28,965 (71,570)",2006,31.31361198425293,35.352779388427734,Israel,/wiki/Masada,https://en.wikipedia.org/wiki/Masada
Masjed-e Jāmé of Isfahan,"Isfahan,  Iran32°40′11″N 51°41′7″E﻿ / ﻿32.66972°N 51.68528°E﻿ / 32.66972; 51.68528﻿ (Masjed-e Jāmé of Isfahan)",Cultural:(ii),7004208000000000000♠2.08 (5.1); buffer zone 19 (47),2006,32.66972351074219,51.68527603149414,Iran,/wiki/Jameh_Mosque_of_Isfahan,https://en.wikipedia.org/wiki/Jameh_Mosque_of_Isfahan
"Meidan Emam, Esfahan","Isfahan,  Iran32°39′27″N 51°40′40″E﻿ / ﻿32.65750°N 51.67778°E﻿ / 32.65750; 51.67778﻿ (Meidan Emam, Esfahan)",Cultural:(i)(v)(vi),—,2006,32.657501220703125,51.67777633666992,Iran,"/wiki/Meidan_Emam,_Esfahan","https://en.wikipedia.org/wiki/Meidan_Emam,_Esfahan"
Monasteries of Haghpat and Sanahin,"Haghpat and Sanahin, Lori Province,  Armenia41°5′42″N 44°42′37″E﻿ / ﻿41.09500°N 44.71028°E﻿ / 41.09500; 44.71028﻿ (Monasteries of Haghpat and Sanahin)",Cultural:(ii)(iv),7004265000000000000♠2.65 (6.5); buffer zone 24 (59),2006,41.095001220703125,44.71027755737305,Armenia,NA,https://en.wikipedia.orgNA
Monastery of Geghard and the Upper Azat Valley,"near Goght, Kotayk Province,  Armenia40°9′32″N 44°47′48″E﻿ / ﻿40.15889°N 44.79667°E﻿ / 40.15889; 44.79667﻿ (Monastery of Geghard and the Upper Azat Valley)",Cultural:(ii),7004270000000000000♠2.70 (6.7),2006,40.15888977050781,44.79666519165039,Armenia,/wiki/Monastery_of_Geghard_and_the_Upper_Azat_Valley,https://en.wikipedia.org/wiki/Monastery_of_Geghard_and_the_Upper_Azat_Valley
Nemrut Dağ,"Adiyaman Province,  Turkey38°2′12″N 38°45′49″E﻿ / ﻿38.03667°N 38.76361°E﻿ / 38.03667; 38.76361﻿ (Nemrut Dağ)",Cultural:(i)(iii)(iv),7005110000000000000♠11 (27),2006,38.03666687011719,38.76361083984375,Turkey,/wiki/Nemrut_Da%C4%9F,https://en.wikipedia.org/wiki/Nemrut_Da%C4%9F
Neolithic Site of Çatalhöyük,"Central Anatolia Region,  Turkey37°40′0″N 32°49′41″E﻿ / ﻿37.66667°N 32.82806°E﻿ / 37.66667; 32.82806﻿ (Neolithic Site of Çatalhöyük)",Cultural:(iii)(iv),7005370000000000000♠37 (91); buffer zone 111 (270),2006,37.66666793823242,32.82805633544922,Turkey,NA,https://en.wikipedia.orgNA
Old City of Acre,"Western Galilee,  Israel32°55′42″N 35°5′2″E﻿ / ﻿32.92833°N 35.08389°E﻿ / 32.92833; 35.08389﻿ (Old City of Acre)",Cultural:(ii)(iii)(v),7005630000000000000♠63 (160),2006,32.9283332824707,35.08388900756836,Israel,/wiki/Old_City_of_Acre,https://en.wikipedia.org/wiki/Old_City_of_Acre
Old City of Jerusalem and its Walls,Jerusalem31°46′36.12″N 35°14′3.12″E﻿ / ﻿31.7767000°N 35.2342000°E﻿ / 31.7767000; 35.2342000﻿ (Old City of Jerusalem and its Walls),Cultural:JerOld(ii)(iii)(vi),—,2006,31.77669906616211,35.23419952392578,NA,/wiki/Old_City_(Jerusalem),https://en.wikipedia.org/wiki/Old_City_(Jerusalem)
Pergamon and its Multi-Layered Cultural Landscape,"Bergama, Izmir Province  Turkey39°7′33″N 27°10′48″E﻿ / ﻿39.12583°N 27.18000°E﻿ / 39.12583; 27.18000﻿ (Pergamom)",Cultural: (i)(ii)(iii)(iv)(vi),"7006333000000000000♠333 (820); buffer zone 7006477000000000000♠477 (1,180)",2006,39.125831604003906,27.18000030517578,Turkey,NA,https://en.wikipedia.orgNA
Old City of Sana'a,"Sana'a Governorate,  Yemen15°21′20″N 44°12′29″E﻿ / ﻿15.35556°N 44.20806°E﻿ / 15.35556; 44.20806﻿ (Old City of Sana'a)",Cultural:(iv)(v)(vi),—,2006,15.355555534362793,44.20805740356445,Yemen,NA,https://en.wikipedia.orgNA
Shahr-i Sokhta,"Sistan and Baluchestan Province, Iran30°35′38″N 61°19′40″E﻿ / ﻿30.59389°N 61.32778°E﻿ / 30.59389; 61.32778﻿ (Shahr-i Sokhta)",Cultural:(ii)(iii)(iv),"7007145600000000000♠1,456 (3,600); buffer zone 2,200 (5,400)",2006,30.593889236450195,61.32777786254883,Iran,/wiki/Shahr-i_Sokhta,https://en.wikipedia.org/wiki/Shahr-i_Sokhta
Old Walled City of Shibam,"Hadhramaut Governorate,  Yemen15°55′37″N 48°37′36″E﻿ / ﻿15.92694°N 48.62667°E﻿ / 15.92694; 48.62667﻿ (Old Walled City of Shibam)",Cultural:(iii)(iv)(v),—,2006,15.926944732666016,48.62666702270508,Yemen,/wiki/Shibam,https://en.wikipedia.org/wiki/Shibam
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),"North Lebanon Governorate,  Lebanon34°14′36″N 36°2′56″E﻿ / ﻿34.24333°N 36.04889°E﻿ / 34.24333; 36.04889﻿ (Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab))",Cultural:(iii)(iv),—,2006,34.24333190917969,36.04888916015625,Lebanon,NA,https://en.wikipedia.orgNA
Painted Churches in the Troodos Region,"Troodos Mountains, Limassol and Nicosia Districts,  Cyprus34°55′13″N 33°5′45″E﻿ / ﻿34.92028°N 33.09583°E﻿ / 34.92028; 33.09583﻿ (Painted Churches in the Troodos Region)",Cultural:(iii)(vi),—,2006,34.9202766418457,33.09583282470703,Cyprus,/wiki/Painted_Churches_in_the_Troodos_Region,https://en.wikipedia.org/wiki/Painted_Churches_in_the_Troodos_Region
Paphos,"Paphos District,  Cyprus34°45′30″N 32°24′20″E﻿ / ﻿34.75833°N 32.40556°E﻿ / 34.75833; 32.40556﻿ (Paphos)",Cultural:(iii)(vi),—,2006,34.75833511352539,32.405555725097656,Cyprus,/wiki/Paphos,https://en.wikipedia.org/wiki/Paphos
Pasargadae,"Pars,  Iran30°11′38″N 53°10′2″E﻿ / ﻿30.19389°N 53.16722°E﻿ / 30.19389; 53.16722﻿ (Pasargadae)",Cultural:(1)(ii)(iii)(iv),"7006160000000000000♠160 (400); buffer zone 7,127 (17,610)",2006,30.193889617919922,53.16722106933594,Iran,/wiki/Pasargadae,https://en.wikipedia.org/wiki/Pasargadae
"Pearling, Testimony of an Island Economy","Muharraq Governorate,  Bahrain26°14′29″N 50°36′49″E﻿ / ﻿26.24139°N 50.61361°E﻿ / 26.24139; 50.61361﻿ (Pearling, Testimony of an Island Economy)",Cultural:(iii),"7008350870000000000♠35,087 (86,700); buffer zone 95,876 (236,910)",2006,26.24138832092285,50.613609313964844,NA,NA,https://en.wikipedia.orgNA
Persepolis,"Fars,  Iran29°56′4″N 52°52′25″E﻿ / ﻿29.93444°N 52.87361°E﻿ / 29.93444; 52.87361﻿ (Persepolis)",Cultural:(i)(iii)(vi),7005130000000000000♠13 (32),2006,29.934444427490234,52.87361145019531,Iran,/wiki/Persepolis,https://en.wikipedia.org/wiki/Persepolis
Petra,"Ma'an Governorate,  Jordan30°19′50″N 35°26′36″E﻿ / ﻿30.33056°N 35.44333°E﻿ / 30.33056; 35.44333﻿ (Petra)",Cultural:(i)(iii)(iv),—,2006,30.330554962158203,35.44333267211914,Jordan,/wiki/Petra,https://en.wikipedia.org/wiki/Petra
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,"Northern Governorate,  Bahrain26°13′59″N 50°31′20″E﻿ / ﻿26.23306°N 50.52222°E﻿ / 26.23306; 50.52222﻿ (Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun)",Cultural:(ii)(iii)(iv),"7005320000000000000♠32 (79); buffer zone 1,238 (3,060)",2006,26.233055114746094,50.522220611572266,NA,/wiki/Qal%E2%80%99at_al-Bahrain_%E2%80%93_Ancient_Harbour_and_Capital_of_Dilmun,https://en.wikipedia.org/wiki/Qal%E2%80%99at_al-Bahrain_%E2%80%93_Ancient_Harbour_and_Capital_of_Dilmun
Quseir Amra,"Zarqa Governorate,  Jordan31°48′7″N 36°35′9″E﻿ / ﻿31.80194°N 36.58583°E﻿ / 31.80194; 36.58583﻿ (Qasr Amra)",Cultural:(i)(iii)(iv),—,2006,31.801944732666016,36.58583450317383,Jordan,/wiki/Qasr_Amra,https://en.wikipedia.org/wiki/Qasr_Amra
